country;type_community;marital_status;educatational;gender;age;occupation;household_compostion;support_refugees
SRPSKI;Large town;Widow: without children;99;Man;70;Retired, unable to work;1;9
SRPSKI;Large town;Divorced/Separated: with children;24;Woman;42;Employed position, at desk;1;9
SRPSKI;Large town;Single: without children;98;Woman;16;Student;3;9
SRPSKI;Large town;Other (SPONT.);26;Man;36;Middle management, etc.;2;9
SRPSKI;Large town;(Re-)Married: children this/prev marriage;19;Woman;39;Employed position, at desk;2;9
SRPSKI;Large town;Widow: without children;14;Woman;66;Retired, unable to work;1;9
SRPSKI;Large town;Other (SPONT.);98;Woman;15;Student;4;9
SRPSKI;Rural area or village;Divorced/Separated: with children;19;Woman;55;Unemployed, temporarily not working;2;9
SRPSKI;Rural area or village;Single: without children;25;Woman;27;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;Single: without children;22;Man;31;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;Single liv w partner: without children;19;Woman;21;Unemployed, temporarily not working;2;9
SRPSKI;Rural area or village;Single: without children;24;Man;36;Unemployed, temporarily not working;4;9
SRPSKI;Rural area or village;Single: without children;98;Woman;23;Student;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;25;Woman;54;Employed professional (employed doctor, etc.);3;9
SRPSKI;Rural area or village;Divorced/Separated: without children;18;Man;55;Unemployed, temporarily not working;1;9
SRPSKI;Rural area or village;(Re-)Married: without children;17;Man;45;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;41;Employed position, at desk;5;9
SRPSKI;Rural area or village;Single liv w partner: without children;19;Man;51;Skilled manual worker;1;9
SRPSKI;Rural area or village;Single: without children;19;Man;22;Employed position, at desk;4;9
SRPSKI;Rural area or village;Single: without children;98;Woman;24;Student;6;9
SRPSKI;Rural area or village;Single: without children;18;Woman;35;Responsible for ordinary shopping, etc.;6;9
SRPSKI;Rural area or village;Single: without children;18;Man;26;Employed position, service job;2;9
SRPSKI;Rural area or village;Single: without children;98;Man;24;Student;6;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;25;Man;55;Unemployed, temporarily not working;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Man;42;Employed position, travelling;2;9
SRPSKI;Small/middle town;NaN;24;Woman;39;Unemployed, temporarily not working;2;9
SRPSKI;Small/middle town;NaN;19;Man;59;Employed position, service job;4;9
SRPSKI;Small/middle town;NaN;19;Man;27;Employed position, service job;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;32;Employed position, at desk;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;48;Man;55;Employed position, travelling;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Man;35;Employed position, travelling;2;9
SRPSKI;Rural area or village;Single: without children;19;Woman;43;Unemployed, temporarily not working;4;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;18;Man;57;Employed position, travelling;5;9
SRPSKI;Rural area or village;Single: without children;98;Woman;19;Student;4;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;24;Woman;53;Unemployed, temporarily not working;5;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;18;Man;64;Retired, unable to work;3;9
SRPSKI;Rural area or village;Single: without children;98;Woman;24;Student;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;58;Employed position, service job;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;15;Woman;61;Responsible for ordinary shopping, etc.;5;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;61;Skilled manual worker;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;35;Employed position, service job;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Man;40;Employed position, at desk;2;9
SRPSKI;Small/middle town;(Re-)Married: without children;32;Woman;60;Employed professional (employed doctor, etc.);2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;25;Man;29;Employed position, service job;3;9
SRPSKI;Rural area or village;Other (SPONT.);98;Man;16;Student;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;58;Skilled manual worker;3;9
SRPSKI;Rural area or village;(Re-)Married: without children;15;Man;76;Retired, unable to work;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;15;Woman;54;Responsible for ordinary shopping, etc.;4;9
SRPSKI;Rural area or village;Single: without children;98;Woman;15;Student;4;9
SRPSKI;Rural area or village;(Re-)Married: without children;18;Man;82;Retired, unable to work;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;24;Man;36;Middle management, etc.;2;9
SRPSKI;Rural area or village;Single: without children;19;Woman;26;Unemployed, temporarily not working;4;9
SRPSKI;Small/middle town;(Re-)Married: without children;22;Man;31;Business proprietors, etc.;3;9
SRPSKI;Small/middle town;Single liv w partner: childr this union;21;Woman;38;Employed position, at desk;3;9
SRPSKI;Small/middle town;Single liv w partner: without children;23;Woman;45;Employed professional (employed doctor, etc.);2;9
SRPSKI;Small/middle town;Single: without children;22;Woman;25;Unemployed, temporarily not working;2;9
SRPSKI;Small/middle town;Single liv w partner: childr this union;26;Man;45;Business proprietors, etc.;4;9
SRPSKI;Small/middle town;Single liv w partner: childr this union;18;Woman;36;Skilled manual worker;2;9
SRPSKI;Large town;Single: without children;25;Woman;40;Employed professional (employed doctor, etc.);3;9
SRPSKI;Large town;(Re-)Married: children this marriage;19;Woman;58;Employed position, at desk;5;9
SRPSKI;Large town;(Re-)Married: children this marriage;19;Man;39;Employed professional (employed doctor, etc.);2;9
SRPSKI;Large town;(Re-)Married: children this marriage;19;Man;34;Skilled manual worker;2;9
SRPSKI;Rural area or village;Single: without children;8;Woman;78;Retired, unable to work;1;9
SRPSKI;Rural area or village;Single liv w partner: childr this/prev union;15;Woman;38;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;11;Man;45;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;Single: without children;9;Man;43;Unemployed, temporarily not working;1;9
SRPSKI;Rural area or village;Single: without children;24;Man;34;Responsible for ordinary shopping, etc.;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;42;Skilled manual worker;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;47;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;Single liv w partner: without children;14;Woman;50;Unemployed, temporarily not working;2;9
SRPSKI;Large town;Single: without children;18;Man;53;Employed position, service job;1;9
SRPSKI;Large town;Single: without children;18;Man;22;Unemployed, temporarily not working;4;9
SRPSKI;Large town;Single liv w partner: without children;18;Man;28;Employed position, service job;4;9
SRPSKI;Large town;Single liv w partner: without children;98;Woman;21;Student;3;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Man;50;Skilled manual worker;3;9
SRPSKI;Large town;(Re-)Married: children this marriage;25;Woman;41;Middle management, etc.;4;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Man;44;Employed position, service job;4;9
SRPSKI;Large town;Single liv w partner: without children;18;Man;36;Middle management, etc.;5;9
SRPSKI;Large town;Divorced/Separated: with children;20;Man;43;Employed professional (employed doctor, etc.);2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Woman;38;Employed position, at desk;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;38;Man;68;Retired, unable to work;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;35;Professional (lawyer, etc.);2;9
SRPSKI;Large town;Single: without children;99;Woman;23;Employed position, travelling;5;9
SRPSKI;Large town;Single: without children;0;Man;25;Employed position, travelling;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;39;Skilled manual worker;6;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;21;Woman;56;Responsible for ordinary shopping, etc.;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;24;Man;63;Middle management, etc.;3;9
SRPSKI;Large town;(Re-)Married: without children;99;Woman;41;Employed position, at desk;2;9
SRPSKI;Large town;Single: with children;26;Woman;35;General management, etc.;4;9
SRPSKI;Large town;Single: with children;24;Woman;51;Middle management, etc.;4;9
SRPSKI;Rural area or village;Single: without children;20;Woman;40;Retired, unable to work;1;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;59;Retired, unable to work;1;9
SRPSKI;Rural area or village;Single: without children;25;Man;26;Unskilled manual worker, etc.;3;9
SRPSKI;Small/middle town;Widow: with children;99;Man;65;Retired, unable to work;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;57;Employed position, at desk;3;9
SRPSKI;Large town;Widow: with children;99;Woman;59;Employed position, service job;2;9
SRPSKI;Small/middle town;(Re-)Married: without children;24;Woman;28;Employed professional (employed doctor, etc.);2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;25;Man;63;Retired, unable to work;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Woman;36;Owner of a shop, craftsmen, etc.;2;9
SRPSKI;Small/middle town;Widow: without children;98;Woman;23;Student;3;9
SRPSKI;Small/middle town;Single liv w partner: without children;16;Woman;72;Retired, unable to work;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;36;Middle management, etc.;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;67;Retired, unable to work;6;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;20;Woman;64;Retired, unable to work;3;9
SRPSKI;Small/middle town;(Re-)Married: without children;19;Man;39;Owner of a shop, craftsmen, etc.;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;38;Employed professional (employed doctor, etc.);4;9
SRPSKI;Small/middle town;Single: without children;18;Man;28;Professional (lawyer, etc.);1;9
SRPSKI;Small/middle town;Single liv w partner: without children;28;Woman;31;Employed position, at desk;2;9
SRPSKI;Small/middle town;Single liv w partner: without children;20;Woman;28;Employed position, at desk;1;9
SRPSKI;Small/middle town;Single: without children;27;Man;35;Employed professional (employed doctor, etc.);2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;21;Woman;33;Employed position, at desk;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;24;Man;61;Skilled manual worker;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Man;37;Farmer;2;9
SRPSKI;Rural area or village;(Re-)Married: without children;18;Woman;57;Retired, unable to work;1;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;39;Farmer;8;9
SRPSKI;Rural area or village;Single: without children;19;Man;21;Unemployed, temporarily not working;6;9
SRPSKI;Rural area or village;Divorced/Separated: with children;19;Man;41;Farmer;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Woman;33;Unemployed, temporarily not working;5;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;56;Farmer;6;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;19;Man;34;Supervisor;6;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Woman;38;Farmer;6;9
SRPSKI;Large town;Single: with children;24;Woman;64;Retired, unable to work;5;9
SRPSKI;Large town;Widow: with children;19;Man;22;Professional (lawyer, etc.);4;9
SRPSKI;Large town;(Re-)Married: children this marriage;19;Woman;36;Unemployed, temporarily not working;4;9
SRPSKI;Rural area or village;(Re-)Married: without children;18;Man;35;Farmer;4;9
SRPSKI;Large town;Single: without children;98;Man;18;Student;5;9
SRPSKI;Large town;(Re-)Married: without children;18;Woman;81;Retired, unable to work;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;24;Man;48;Business proprietors, etc.;4;9
SRPSKI;Large town;Single: without children;98;Woman;15;Student;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;46;Skilled manual worker;3;9
SRPSKI;Rural area or village;Single: without children;18;Man;50;Farmer;2;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;18;Woman;44;Skilled manual worker;5;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;47;Farmer;5;9
SRPSKI;Rural area or village;Single: without children;98;Man;18;Student;5;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;18;Man;45;Farmer;6;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;40;Skilled manual worker;4;9
SRPSKI;Rural area or village;(Re-)Married: without children;18;Man;65;Retired, unable to work;2;9
SRPSKI;Rural area or village;Single: without children;25;Woman;30;Employed professional (employed doctor, etc.);4;9
SRPSKI;Rural area or village;Single liv w partner: without children;24;Woman;33;Middle management, etc.;2;9
SRPSKI;Rural area or village;Single: without children;28;Woman;28;Employed professional (employed doctor, etc.);5;9
SRPSKI;Rural area or village;Single: without children;24;Woman;28;General management, etc.;4;9
SRPSKI;Rural area or village;Single: without children;98;Man;25;Student;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Man;54;Skilled manual worker;5;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;75;Retired, unable to work;4;9
SRPSKI;Rural area or village;(Re-)Married: without children;14;Woman;63;Responsible for ordinary shopping, etc.;2;9
SRPSKI;Rural area or village;Widow: with children;12;Woman;67;Retired, unable to work;3;9
SRPSKI;Rural area or village;(Re-)Married: without children;7;Man;76;Unemployed, temporarily not working;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;42;Skilled manual worker;3;9
SRPSKI;Small/middle town;Single: without children;22;Woman;25;Employed position, at desk;3;9
SRPSKI;Small/middle town;Single: without children;99;Man;23;Unemployed, temporarily not working;2;9
SRPSKI;Small/middle town;Single: without children;24;Man;29;Employed position, travelling;2;9
SRPSKI;Large town;Widow: without children;19;Woman;57;Retired, unable to work;1;9
SRPSKI;Large town;(Re-)Married: children this marriage;19;Man;60;Skilled manual worker;4;9
SRPSKI;Large town;Widow: without children;99;Woman;81;Retired, unable to work;1;9
SRPSKI;Large town;(Re-)Married: children this marriage;23;Woman;30;Owner of a shop, craftsmen, etc.;3;9
SRPSKI;Large town;Single: without children;15;Man;28;Unemployed, temporarily not working;5;9
SRPSKI;Large town;Widow: without children;26;Woman;80;Retired, unable to work;1;9
SRPSKI;Large town;Widow: without children;18;Woman;78;Retired, unable to work;1;9
SRPSKI;Large town;(Re-)Married: children this marriage;19;Woman;49;Unemployed, temporarily not working;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;57;Unemployed, temporarily not working;1;9
SRPSKI;Small/middle town;Single: without children;99;Woman;24;Employed position, at desk;3;9
SRPSKI;Small/middle town;Widow: without children;21;Woman;74;Retired, unable to work;1;9
SRPSKI;Small/middle town;(Re-)Married: without children;18;Woman;57;Unemployed, temporarily not working;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;24;Woman;53;Professional (lawyer, etc.);4;9
SRPSKI;Large town;Widow: with children;19;Woman;56;Retired, unable to work;3;9
SRPSKI;Small/middle town;Widow: with children;14;Woman;73;Retired, unable to work;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;21;Woman;51;Unemployed, temporarily not working;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;15;Man;53;Retired, unable to work;4;9
SRPSKI;Small/middle town;(Re-)Married: without children;18;Man;64;Retired, unable to work;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;15;Woman;29;Unemployed, temporarily not working;5;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Woman;30;Unemployed, temporarily not working;4;9
SRPSKI;Rural area or village;Widow: without children;16;Man;68;Retired, unable to work;1;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;40;Skilled manual worker;2;9
SRPSKI;Rural area or village;Widow: without children;14;Man;73;Skilled manual worker;1;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;29;Responsible for ordinary shopping, etc.;2;9
SRPSKI;Rural area or village;(Re-)Married: without children;99;Man;16;Unemployed, temporarily not working;5;9
SRPSKI;Small/middle town;NaN;18;Woman;20;Employed position, travelling;3;9
SRPSKI;Large town;(Re-)Married: children this marriage;99;Man;55;Employed position, travelling;4;9
SRPSKI;Large town;Single: without children;18;Woman;26;Employed position, service job;5;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;99;Man;36;Employed position, travelling;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;16;Man;33;Skilled manual worker;2;9
SRPSKI;Small/middle town;Single: without children;23;Man;30;Middle management, etc.;3;9
SRPSKI;Small/middle town;Single liv w partner: childr this union;19;Man;42;Business proprietors, etc.;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;25;Man;50;Employed professional (employed doctor, etc.);4;9
SRPSKI;Small/middle town;Single liv w partner: without children;25;Woman;36;Employed professional (employed doctor, etc.);1;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;39;Employed position, travelling;5;9
SRPSKI;Small/middle town;Other (SPONT.);29;Woman;36;Employed position, at desk;3;9
SRPSKI;Small/middle town;Single: without children;19;Man;21;Employed position, at desk;3;9
SRPSKI;Small/middle town;Single liv w partner: without children;24;Woman;53;Employed professional (employed doctor, etc.);1;9
SRPSKI;Large town;(Re-)Married: children this marriage;33;Woman;35;Unemployed, temporarily not working;2;9
SRPSKI;Large town;Single: without children;23;Woman;24;Employed position, at desk;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Man;68;Retired, unable to work;3;9
SRPSKI;Large town;Widow: with children;18;Woman;72;Retired, unable to work;3;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;19;Woman;60;Retired, unable to work;6;9
SRPSKI;Rural area or village;Single: with children;22;Woman;61;Employed professional (employed doctor, etc.);3;9
SRPSKI;Rural area or village;Single: without children;19;Man;65;Retired, unable to work;1;9
SRPSKI;Rural area or village;Single liv w partner: without children;25;Woman;59;Retired, unable to work;2;9
SRPSKI;Large town;Single liv w partner: childr this union;19;Man;47;Employed position, service job;5;9
SRPSKI;Large town;Single: without children;19;Man;41;Skilled manual worker;3;9
SRPSKI;Large town;Other (SPONT.);98;Woman;19;Student;4;9
SRPSKI;Large town;Divorced/Separated: without children;27;Woman;71;Retired, unable to work;1;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Woman;35;Unemployed, temporarily not working;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;23;Man;37;Business proprietors, etc.;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;99;Man;57;Employed position, travelling;5;9
SRPSKI;Large town;(Re-)Married: children this marriage;99;Woman;39;Skilled manual worker;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;99;Man;39;Unemployed, temporarily not working;2;9
SRPSKI;Large town;Divorced/Separated: without children;0;Man;43;Employed position, at desk;1;9
SRPSKI;Large town;Widow: without children;99;Man;61;Retired, unable to work;1;9
SRPSKI;Large town;(Re-)Married: children this marriage;99;Woman;48;Owner of a shop, craftsmen, etc.;3;9
SRPSKI;Large town;Widow: without children;99;Man;66;Retired, unable to work;1;9
SRPSKI;Large town;Single: without children;15;Woman;27;Professional (lawyer, etc.);3;9
SRPSKI;Large town;Divorced/Separated: with children;99;Woman;50;Skilled manual worker;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Woman;40;Unskilled manual worker, etc.;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;20;Unemployed, temporarily not working;3;9
SRPSKI;Small/middle town;(Re-)Married: without children;42;Man;55;Retired, unable to work;3;9
SRPSKI;Small/middle town;Widow: without children;18;Woman;62;Retired, unable to work;1;9
SRPSKI;Small/middle town;Divorced/Separated: without children;18;Woman;61;Unskilled manual worker, etc.;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;55;Unskilled manual worker, etc.;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Woman;48;Employed position, service job;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;21;Man;52;Farmer;4;9
SRPSKI;Small/middle town;Single liv w partner: without children;26;Woman;62;Retired, unable to work;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;24;Man;32;Supervisor;2;9
SRPSKI;Rural area or village;Single liv w partner: without children;15;Woman;61;Retired, unable to work;1;9
SRPSKI;Rural area or village;Single: without children;99;Woman;65;Retired, unable to work;1;9
SRPSKI;Large town;(Re-)Married: children this marriage;25;Woman;47;Middle management, etc.;3;9
SRPSKI;Large town;(Re-)Married: children this marriage;19;Man;35;Employed position, at desk;2;9
SRPSKI;Large town;Single: without children;98;Woman;16;Student;3;9
SRPSKI;Large town;Single: without children;98;Man;26;Student;4;9
SRPSKI;Large town;(Re-)Married: without children;19;Woman;62;Retired, unable to work;1;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Man;45;Employed position, travelling;3;9
SRPSKI;Large town;(Re-)Married: children this marriage;15;Man;65;Retired, unable to work;4;9
SRPSKI;Large town;(Re-)Married: children this marriage;23;Woman;47;Middle management, etc.;3;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Woman;37;Unemployed, temporarily not working;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;24;Man;38;Employed position, at desk;2;9
SRPSKI;Large town;Single: without children;18;Woman;19;Unemployed, temporarily not working;5;9
SRPSKI;Small/middle town;Single: without children;98;Man;21;Student;4;9
SRPSKI;Small/middle town;(Re-)Married: without children;18;Man;68;Retired, unable to work;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;41;Responsible for ordinary shopping, etc.;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;63;Retired, unable to work;3;9
SRPSKI;Rural area or village;Divorced/Separated: without children;15;Man;60;Unemployed, temporarily not working;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Woman;56;Retired, unable to work;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Woman;53;Skilled manual worker;4;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Woman;51;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;Single: without children;18;Man;18;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;16;Man;42;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;15;Woman;35;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;45;Employed position, travelling;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Man;43;Owner of a shop, craftsmen, etc.;5;9
SRPSKI;Rural area or village;Widow: without children;12;Woman;80;Retired, unable to work;1;9
SRPSKI;Rural area or village;Widow: without children;11;Woman;76;Retired, unable to work;1;9
SRPSKI;Rural area or village;Widow: with children;15;Woman;68;Retired, unable to work;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;26;Woman;62;Retired, unable to work;5;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Woman;65;Retired, unable to work;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Woman;56;Retired, unable to work;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;18;Man;32;Skilled manual worker;2;9
SRPSKI;Small/middle town;(Re-)Married: without children;25;Woman;46;Employed professional (employed doctor, etc.);2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Man;46;Owner of a shop, craftsmen, etc.;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;57;Middle management, etc.;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;25;Woman;47;Employed professional (employed doctor, etc.);4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;49;Middle management, etc.;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Man;52;Employed position, at desk;4;9
SRPSKI;Small/middle town;(Re-)Married: without children;18;Man;59;Skilled manual worker;2;9
SRPSKI;Small/middle town;Other (SPONT.);98;Woman;25;Student;4;9
SRPSKI;Small/middle town;Single: without children;19;Woman;44;Unemployed, temporarily not working;1;9
SRPSKI;Small/middle town;Other (SPONT.);15;Man;31;Unemployed, temporarily not working;4;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;18;Woman;29;Skilled manual worker;4;9
SRPSKI;Small/middle town;Divorced/Separated: without children;99;Man;48;Skilled manual worker;2;9
SRPSKI;Rural area or village;Single: without children;19;Man;32;Employed position, travelling;2;9
SRPSKI;Large town;Divorced/Separated: with children;98;Woman;31;Student;1;9
SRPSKI;Large town;Divorced/Separated: with children;18;Woman;36;Business proprietors, etc.;2;9
SRPSKI;Large town;Single: without children;19;Man;27;Employed position, travelling;4;9
SRPSKI;Rural area or village;(Re-)Married: without children;19;Man;67;Retired, unable to work;2;9
SRPSKI;Rural area or village;(Re-)Married: without children;17;Woman;63;Retired, unable to work;1;9
SRPSKI;Large town;Single liv w partner: without children;26;Man;28;Middle management, etc.;2;9
SRPSKI;Large town;Single liv w partner: without children;24;Woman;28;Employed professional (employed doctor, etc.);4;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Woman;48;Skilled manual worker;3;9
SRPSKI;Large town;(Re-)Married: without children;19;Woman;51;Skilled manual worker;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;26;Woman;36;Middle management, etc.;2;9
SRPSKI;Large town;(Re-)Married: children this marriage;18;Man;57;Skilled manual worker;3;9
SRPSKI;Rural area or village;Single: without children;16;Man;52;Farmer;2;9
SRPSKI;Rural area or village;(Re-)Married: without children;19;Man;37;Employed position, travelling;5;9
SRPSKI;Rural area or village;Single: without children;19;Woman;34;Skilled manual worker;3;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;15;Man;58;Farmer;4;9
SRPSKI;Rural area or village;Single: without children;15;Man;65;Unskilled manual worker, etc.;2;9
SRPSKI;Rural area or village;Single: without children;23;Woman;35;Employed position, at desk;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Man;49;Skilled manual worker;2;9
SRPSKI;Rural area or village;Single: without children;19;Woman;29;Employed position, service job;4;9
SRPSKI;Large town;(Re-)Married: children this marriage;17;Man;50;Employed position, service job;5;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;19;Woman;45;Employed position, travelling;3;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;99;Man;42;Skilled manual worker;4;9
SRPSKI;Small/middle town;(Re-)Married: without children;99;Woman;62;Employed position, at desk;2;9
SRPSKI;Rural area or village;Widow: without children;25;Woman;41;Unemployed, temporarily not working;1;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Man;35;Unemployed, temporarily not working;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;27;Woman;28;Employed position, at desk;4;9
SRPSKI;Small/middle town;Divorced/Separated: with children;19;Woman;39;Employed position, at desk;2;9
SRPSKI;Small/middle town;(Re-)Married: children this marriage;22;Man;37;Owner of a shop, craftsmen, etc.;2;9
SRPSKI;Small/middle town;Divorced/Separated: with children;23;Woman;36;Employed position, at desk;1;9
SRPSKI;Small/middle town;Single: without children;22;Man;48;Employed position, at desk;1;9
SRPSKI;Rural area or village;Single liv w partner: without children;19;Woman;65;Retired, unable to work;2;9
SRPSKI;Rural area or village;Single: without children;99;Man;32;Unemployed, temporarily not working;3;9
SRPSKI;Rural area or village;Single: with children;17;Woman;53;Unemployed, temporarily not working;2;9
SRPSKI;Rural area or village;(Re-)Married: children this marriage;19;Man;57;Skilled manual worker;4;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;19;Man;60;Farmer;3;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;15;Man;41;Owner of a shop, craftsmen, etc.;6;9
SRPSKI;Rural area or village;Widow: with children;19;Woman;47;Retired, unable to work;3;9
SRPSKI;Rural area or village;Single liv w partner: childr this union;15;Woman;43;Unemployed, temporarily not working;4;9
SRPSKI;Small/middle town;Single: without children;98;Woman;25;Student;4;9
